t, Vp, Vy, pitch, yaw, pitch_dot, yaw_dot, N/A
3.3200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1632.77
3.3400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 420.76
3.3600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -868.62
3.3800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0599, -825.00, -2054.84
3.4000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0220, -825.00, -301.29
3.4200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0081, -825.00, 988.09
3.4400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0030, -825.00, -3859.97
3.4600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0011, -825.00, 1013.87
3.4800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0004, -825.00, 549.70
3.5000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0001, -825.00, -69.20
3.5200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0001, -825.00, -765.47
3.5400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -894.40
3.5600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -275.50
3.5800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3937.33
3.6000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2132.21
3.6200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2544.81
3.6400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2983.20
3.6600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2148.53
3.6800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1581.20
3.7000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1245.96
3.7200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1220.17
3.7400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 781.79
3.7600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 162.88
3.7800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -842.83
3.8000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 807.57
3.8200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 498.12
3.8400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -4092.06
3.8600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1426.47
3.8800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 85.52
3.9000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1358.58
3.9200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1487.52
3.9400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -817.04
3.9600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1307.01
3.9800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 859.15
4.0000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1529.62
4.0200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3473.16
4.0400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3266.86
4.0600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2432.19
4.0800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2303.25
4.1000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1787.50
4.1200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3963.12
4.1400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3550.52
4.1600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3034.77
4.1800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3653.67
4.2000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3498.95
4.2200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3112.13
4.2400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1307.01
4.2600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1461.73
4.2800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1487.52
4.3000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -533.38
4.3200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 343.40
4.3400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -94.99
4.3600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1796.97
4.3800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3550.52
4.4000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3266.86
4.4200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -4014.70
4.4400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1787.50
4.4600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3731.03
4.4800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2457.98
4.5000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1435.94
4.5200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2390.08
4.5400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2106.42
4.5600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -4092.06
4.5800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1890.65
4.6000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1220.17
4.6200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3988.91
4.6400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3498.95
4.6600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3705.25
4.6800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2225.89
4.7000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2354.83
4.7200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1942.23
4.7400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1993.80
4.7600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1400.69
4.7800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 988.09
4.8000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -378.65
4.8200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1900.12
4.8400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2029.06
4.8600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1100.71
4.8800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 988.09
4.9000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3885.76
4.9200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2983.20
4.9400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2699.53
4.9600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1787.50
4.9800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1581.20
5.0000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 988.09
5.0200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1478.05
5.0400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1374.90
5.0600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1658.56
5.0800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1761.71
5.1000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1813.29
5.1200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2148.53
5.1400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2354.83
5.1600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1916.44
5.1800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 472.34
5.2000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -249.72
5.2200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1013.87
5.2400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2303.25
5.2600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3808.40
5.2800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2854.26
5.3000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1255.43
5.3200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1590.67
5.3400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -481.80
5.3600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -997.55
5.3800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1900.12
5.4000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2354.83
5.4200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1632.77
5.4400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 988.09
5.4600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1839.08
5.4800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3447.37
5.5000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2338.51
5.5200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3137.92
5.5400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3988.91
5.5600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -3266.86
5.5800, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 2071.16
5.6000, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, 1452.26
5.6200, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -1539.09
5.6400, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2364.29
5.6600, 0.4291, -0.0158, -0.0022, 0.0015, -0.0000, -825.00, -2957.41
5.6800, 0.2149, -0.1197, 0.0000, 0.0015, 0.0542, -825.00, -610.74
5.7000, 0.2149, -0.1197, 0.0000, 0.0015, 0.0199, -825.00, -842.83
5.7200, 0.2149, -0.1197, 0.0000, 0.0015, 0.0073, -825.00, -945.98
5.7400, 0.2149, -0.1197, 0.0000, 0.0015, 0.0027, -825.00, -2054.84
5.7600, 0.2149, -0.1197, 0.0000, 0.0015, 0.0010, -825.00, -920.19
5.7800, 0.2149, -0.1197, 0.0000, 0.0015, 0.0004, -825.00, -1590.67
5.8000, 0.2149, -0.1197, 0.0000, 0.0015, 0.0001, -825.00, -2725.32
5.8200, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -2390.08
5.8400, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -2029.06
5.8600, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -1590.67
5.8800, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -2157.99
5.9000, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -1590.67
5.9200, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 188.67
5.9400, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 291.82
5.9600, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 756.00
5.9800, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 446.55
6.0000, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 1710.14
6.0200, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, 2122.74
6.0400, 0.2149, -0.1197, 0.0000, 0.0015, 0.0000, -825.00, -4092.06
